Ticker,Date/Time,Open,High,Low,Close,Volume
CTD,2/19/2019 0:00,96.18,96.39,94.32,94.32,141990
CTD,2/20/2019 0:00,93.84,95.15,93.84,94.53,59520
CTD,2/21/2019 0:00,94.53,94.53,93.77,94.46,82600
CTD,2/22/2019 0:00,93.63,94.46,92.53,92.53,111040
CTD,2/25/2019 0:00,92.53,94.46,92.53,93.77,71570
CTD,2/26/2019 0:00,94.39,95.15,93.08,93.49,81830
CTD,2/27/2019 0:00,93.77,94.39,93.49,94.11,49860
CTD,2/28/2019 0:00,94.8,94.8,92.25,92.25,124220
CTD,3/1/2019 0:00,92.39,93.08,92.39,92.53,51090
CTD,3/4/2019 0:00,92.53,94.39,92.53,92.53,154640
